time,FLOW,TEMP,SALT,AirTemp,Rain,type,inflow_num
2018-10-05,0.0066,19.1909,0,19.7744817097982,0.002181599982213811,inflow,1
2018-10-06,0.0081,19.1294,0,20.599114990234398,2.592000042568543e-4,inflow,1
2018-10-07,0.0089,19.1067,0,19.235859171549503,7.344000128796324e-4,inflow,1
2018-10-08,0.0098,19.027,0,20.37975718180341,0.0029807999384502183,inflow,1
2018-10-09,0.0114,19.0008,0,20.5491284688314,0.0030671999775222503,inflow,1
2018-10-10,0.0129,18.9834,0,19.1621401468913,0.0028080000174668385,inflow,1
2018-10-11,0.0143,18.9077,0,19.381612396240257,0.040759200282627715,inflow,1
2018-10-12,0.0288,18.8458,0,18.473495737711612,0.006760799734911415,inflow,1
2018-10-13,0.0307,18.7486,0,9.805122629801454,0,inflow,1
2018-10-14,0.0302,18.2862,0,6.221061960856143,0,inflow,1
2018-10-15,0.0297,17.6972,0,7.154442087809268,0,inflow,1
2018-10-16,0.0293,17.1822,0,10.014978027343773,0,inflow,1
2018-10-17,0.0288,16.8194,0,9.672781880696638,0,inflow,1
2018-10-18,0.0284,16.4629,0,7.951093292236351,0,inflow,1
2018-10-19,0.028,16.0534,0,10.350979105631533,0.002656800113618374,inflow,1
2018-10-20,0.0285,15.7703,0,13.321740722656273,0.010627200454473495,inflow,1
