time,FLOW,TEMP,SALT,AirTemp,Rain,type,inflow_num
2018-10-05,0.006,19.1747,0,20.09855422973635,0.0034343999053817243,inflow,1
2018-10-06,0.008,19.128,0,21.646801249186222,5.832000009831972e-4,inflow,1
2018-10-07,0.0088,19.1502,0,19.474221801757835,0.0017928000175743363,inflow,1
2018-10-08,0.0101,19.0782,0,19.532861328125023,0.0032184000679990276,inflow,1
2018-10-09,0.0118,19.0128,0,19.701907094319683,0.00278640005926718,inflow,1
2018-10-10,0.0132,18.9585,0,20.602141316731792,0.001166399982321309,inflow,1
2018-10-11,0.014,18.9458,0,19.172396596272808,0.003563999949255958,inflow,1
2018-10-12,0.0156,18.8727,0,17.019995625813824,0.0018143999855965375,inflow,1
2018-10-13,0.0165,18.7118,0,18.673900858561222,0.013067999787745066,inflow,1
2018-10-14,0.0213,18.6309,0,7.659483846028668,0.0013175999745726585,inflow,1
2018-10-15,0.0217,18.0835,0,5.3919133504231995,0,inflow,1
2018-10-16,0.0216,17.4708,0,7.895678456624371,0,inflow,1
2018-10-17,0.0216,17.0006,0,7.426356252034528,0,inflow,1
2018-10-18,0.0215,16.5375,0,6.302383677164737,0,inflow,1
2018-10-19,0.0215,16.0532,0,7.639422353108746,3.888000063852815e-4,inflow,1
2018-10-20,0.0216,15.6541,0,9.919305419921898,0.0014688000257592649,inflow,1
