time,FLOW,TEMP,SALT,AirTemp,Rain,type,inflow_num
2018-10-05,0.007,19.1654,0,19.876042938232445,0.0033696000406052916,inflow,1
2018-10-06,0.0089,19.1097,0,19.898034667968773,3.024000041477848e-4,inflow,1
2018-10-07,0.0096,19.0581,0,18.79221623738609,0.003477599978941726,inflow,1
2018-10-08,0.0114,18.9623,0,19.558501180013042,0.001490399993781466,inflow,1
2018-10-09,0.0124,18.9047,0,19.758041636149112,0.004903200009721331,inflow,1
2018-10-10,0.0145,18.8591,0,20.47348556518557,0.0016200000229218859,inflow,1
2018-10-11,0.0154,18.8466,0,20.124206797281925,0.0018144000445317944,inflow,1
2018-10-12,0.0163,18.82,0,17.055982208251976,0,inflow,1
2018-10-13,0.0165,18.6636,0,13.942388153076195,0.0013391999745181239,inflow,1
2018-10-14,0.0172,18.3831,0,17.617561594645206,0.005270399976870977,inflow,1
2018-10-15,0.0192,18.2761,0,13.89282124837242,2.1599999454338103e-4,inflow,1
2018-10-16,0.0194,18.0159,0,7.340133921305362,0,inflow,1
2018-10-17,0.0195,17.4904,0,12.819299316406273,2.1599999454338103e-4,inflow,1
2018-10-18,0.0196,17.2297,0,14.099094645182314,0.014039999684609939,inflow,1
2018-10-19,0.0246,17.0389,0,9.375484720865908,0,inflow,1
2018-10-20,0.0244,16.657,0,6.146020507812523,0,inflow,1
