time,FLOW,TEMP,SALT,AirTemp,Rain,type,inflow_num
2018-10-05,0.007,19.1819,0,20.557241058349632,0.003283199972065631,inflow,1
2018-10-06,0.0088,19.1543,0,21.464812215169292,3.456000015830796e-4,inflow,1
2018-10-07,0.0096,19.1672,0,19.74756520589195,0.0017711999906168785,inflow,1
2018-10-08,0.0108,19.1059,0,20.230606333414737,0.001792800037219422,inflow,1
2018-10-09,0.0119,19.0688,0,19.788762664794945,0.0023328000432229603,inflow,1
2018-10-10,0.0132,19.015,0,19.780249532063824,0.031730399622756526,inflow,1
2018-10-11,0.0246,18.9639,0,18.10850804646812,0.06065280104521662,inflow,1
2018-10-12,0.0455,18.8442,0,16.448128000895206,0.001684800059592817,inflow,1
2018-10-13,0.0448,18.6605,0,14.339805857340517,0,inflow,1
2018-10-14,0.0436,18.3971,0,14.324660237630232,2.1599999945465244e-5,inflow,1
2018-10-15,0.0424,18.1484,0,6.79865417480471,0,inflow,1
2018-10-16,0.0412,17.5921,0,5.7988754272461165,0,inflow,1
2018-10-17,0.0402,17.0252,0,10.554850514729841,4.319999989093049e-5,inflow,1
2018-10-18,0.0392,16.6946,0,14.04786071777346,2.1599999945465244e-5,inflow,1
2018-10-19,0.0382,16.5325,0,12.013820902506533,4.53599991487863e-4,inflow,1
2018-10-20,0.0375,16.2928,0,8.908776855468773,0,inflow,1
