time,FLOW,TEMP,SALT,AirTemp,Rain,type,inflow_num
2018-10-05,0.0057,19.1778,0,20.61160049438479,0.004211999932886101,inflow,1
2018-10-06,0.008,19.1529,0,21.668326314290386,4.967999962900649e-4,inflow,1
2018-10-07,0.0088,19.1746,0,19.19188969930015,5.400000060035382e-4,inflow,1
2018-10-08,0.0096,19.0891,0,18.79267272949221,6.911999982548878e-4,inflow,1
2018-10-09,0.0105,18.9914,0,20.004729207356792,0.006091200058290269,inflow,1
2018-10-10,0.0131,18.9513,0,20.251868184407574,0.006112799987022299,inflow,1
2018-10-11,0.0156,18.9241,0,19.991606648763042,0.032508000632515174,inflow,1
2018-10-12,0.0272,18.8873,0,14.982148742675804,6.69600010587601e-4,inflow,1
2018-10-13,0.0271,18.6383,0,16.520213063557964,0.007646399956138339,inflow,1
2018-10-14,0.0294,18.4695,0,11.962004597981794,0.02365200014164657,inflow,1
2018-10-15,0.0372,18.1155,0,9.04226964314781,0.013564800191670657,inflow,1
2018-10-16,0.0411,17.6571,0,10.259291585286482,0.012074399883567821,inflow,1
2018-10-17,0.0442,17.2773,0,10.506464894612654,0.005551199855835876,inflow,1
2018-10-18,0.0449,16.93,0,12.083598073323591,0.0038016000493371394,inflow,1
2018-10-19,0.045,16.6702,0,11.885368601481142,0,inflow,1
2018-10-20,0.0437,16.4171,0,11.773522949218773,0,inflow,1
