time,FLOW,TEMP,SALT,AirTemp,Rain,type,inflow_num
2018-10-05,0.0063,19.1932,0,20.475457763671898,0.002916000044206157,inflow,1
2018-10-06,0.0081,19.1616,0,21.08113886515302,6.480000155534071e-4,inflow,1
2018-10-07,0.0089,19.1576,0,19.7248359680176,0.005702400074005709,inflow,1
2018-10-08,0.0115,19.0959,0,20.256887054443382,0.00572399993397994,inflow,1
2018-10-09,0.014,19.0605,0,19.68011627197268,0.0019224000221583994,inflow,1
2018-10-10,0.015,19.0025,0,20.077907816569034,0.015400799398776144,inflow,1
2018-10-11,0.0207,18.9649,0,19.178177134195987,0.0014039999645319768,inflow,1
2018-10-12,0.0212,18.8909,0,14.263584391276064,2.1599999945465244e-5,inflow,1
2018-10-13,0.0212,18.611,0,15.178393300374372,5.183999888686231e-4,inflow,1
2018-10-14,0.0213,18.3864,0,14.52857106526695,0,inflow,1
2018-10-15,0.0213,18.147,0,7.119763946533226,0,inflow,1
2018-10-16,0.0213,17.6045,0,8.594990030924501,0,inflow,1
2018-10-17,0.0212,17.1565,0,8.138275400797548,0,inflow,1
2018-10-18,0.0212,16.7149,0,9.122622426350935,8.639999978186098e-5,inflow,1
2018-10-19,0.0212,16.341,0,7.279037729899112,0,inflow,1
2018-10-20,0.0212,15.9098,0,6.201623535156273,0,inflow,1
