time,FLOW,TEMP,SALT,AirTemp,Rain,type,inflow_num
2018-10-05,0.0061,19.1868,0,20.089432017008487,0.002764800032309722,inflow,1
2018-10-06,0.0078,19.139,0,21.10904464721682,4.5360001604421996e-4,inflow,1
2018-10-07,0.0086,19.1376,0,19.437212880452496,0.002829600007589761,inflow,1
2018-10-08,0.0103,19.0647,0,20.305465952555362,0.004039200031547807,inflow,1
2018-10-09,0.0122,19.0332,0,19.051272328694683,0.004233599979488645,inflow,1
2018-10-10,0.0141,18.9499,0,20.086119588216167,0.0027432000495537065,inflow,1
2018-10-11,0.0154,18.9156,0,21.237046813964866,1.2960000458406284e-4,inflow,1
2018-10-12,0.0157,18.9326,0,19.94198633829755,1.0800000218296191e-4,inflow,1
2018-10-13,0.016,18.8932,0,20.927706654866558,0.0050760000191075955,inflow,1
2018-10-14,0.0181,18.8982,0,10.99585876464846,4.535999963991344e-4,inflow,1
2018-10-15,0.0184,18.4781,0,7.645742034912132,0,inflow,1
2018-10-16,0.0185,17.9389,0,10.241689300537132,0,inflow,1
2018-10-17,0.0186,17.542,0,9.543997701009138,0,inflow,1
2018-10-18,0.0187,17.1383,0,10.037871297200544,0,inflow,1
2018-10-19,0.0188,16.779,0,11.489114379882835,0,inflow,1
2018-10-20,0.0189,16.5025,0,11.875482177734398,0,inflow,1
