time,FLOW,TEMP,SALT,AirTemp,Rain,type,inflow_num
2018-10-05,0.0059,19.184,0,20.68155441284182,0.0036719999858178197,inflow,1
2018-10-06,0.008,19.1616,0,21.48647206624351,4.96800011023879e-4,inflow,1
2018-10-07,0.0088,19.175,0,18.53455251057945,0.0033696000332383846,inflow,1
2018-10-08,0.0106,19.0614,0,20.02698160807294,0.006307199934963137,inflow,1
2018-10-09,0.0133,19.0182,0,19.94371312459312,0.002051999938339577,inflow,1
2018-10-10,0.0144,18.9739,0,19.676738993326847,0.05793119882728206,inflow,1
2018-10-11,0.0349,18.9207,0,17.436304982503277,0,inflow,1
2018-10-12,0.0342,18.7748,0,15.585748291015648,1.9440000687609427e-4,inflow,1
2018-10-13,0.0335,18.5582,0,17.256883239746116,0.005400000118970638,inflow,1
2018-10-14,0.0347,18.4256,0,13.965945180257185,0,inflow,1
2018-10-15,0.034,18.1598,0,8.403211212158226,0,inflow,1
2018-10-16,0.0333,17.6715,0,9.907791392008486,4.319999989093049e-5,inflow,1
2018-10-17,0.0327,17.2758,0,9.160632069905622,6.696000154988724e-4,inflow,1
2018-10-18,0.0323,16.871,0,9.788262939453148,0.001490399954491295,inflow,1
2018-10-19,0.0322,16.5165,0,8.97220637003583,2.1599999945465244e-5,inflow,1
2018-10-20,0.0316,16.1476,0,8.333978271484398,8.639999978186098e-5,inflow,1
