time,FLOW,TEMP,SALT,AirTemp,Rain,type,inflow_num
2018-10-05,0.0057,19.1611,0,19.881191507975284,0.002505600003496511,inflow,1
2018-10-06,0.0073,19.1059,0,21.355505879720074,2.8079999929104816e-4,inflow,1
2018-10-07,0.0081,19.1169,0,19.465473429362003,1.9439999705355148e-4,inflow,1
2018-10-08,0.0088,19.0465,0,19.11234308878583,7.128000055672602e-4,inflow,1
2018-10-09,0.0097,18.965,0,19.73955942789716,0.001771200049552135,inflow,1
2018-10-10,0.0109,18.915,0,19.830747222900413,0.0020304000292526323,inflow,1
2018-10-11,0.0121,18.8719,0,18.71717224121096,0.007927199933328665,inflow,1
2018-10-12,0.0153,18.7836,0,19.839284515380882,0.0026567999957478605,inflow,1
2018-10-13,0.0165,18.7484,0,15.926728820800804,0.0027431999857071786,inflow,1
2018-10-14,0.0177,18.5479,0,18.138093566894554,0.03188159979181364,inflow,1
2018-10-15,0.0289,18.4535,0,9.456380462646507,0,inflow,1
2018-10-16,0.0285,17.9933,0,7.2208826700846585,0,inflow,1
2018-10-17,0.0281,17.464,0,7.440482076009137,0,inflow,1
2018-10-18,0.0277,16.9747,0,7.5491500854492415,0,inflow,1
2018-10-19,0.0274,16.5184,0,11.284368133544945,6.696000154988724e-4,inflow,1
2018-10-20,0.0273,16.2483,0,10.234521484375023,2.592000091681257e-4,inflow,1
