time,FLOW,TEMP,SALT,OXY_oxy,CAR_dic,CAR_ch4,SIL_rsi,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_docr,OGM_poc,OGM_don,OGM_donr,OGM_pon,OGM_dop,OGM_dopr,OGM_pop,PHY_cyano,PHY_green,PHY_diatom
2013-05-15,0.0164,16.2894,0,288.3959,62.8392,NA,120.9013,0.388,0.5484,0.1264,14.9875,202.3314,21.7319,1.1732,10.5584,2.3463,0.0182,0.1638,0.4246,0,0,0
2013-05-16,0.0152,15.2891,0,294.6262,62.8526,NA,120.9013,0.379,0.5698,0.1271,14.9862,202.3136,21.73,1.1712,10.5409,2.3424,0.0445,0.4007,1.0389,0,0,0
2013-05-17,0.0141,15.3267,0,294.3877,62.866,NA,120.9013,0.37,0.5911,0.1278,14.9849,202.2958,21.7281,1.1693,10.5234,2.3385,0.0421,0.3786,0.9816,0,0,0
2013-05-18,0.017,15.0142,0,296.3806,62.8794,NA,120.9013,0.361,0.6125,0.1286,14.9836,202.278,21.7262,1.1673,10.5059,2.3346,0.0396,0.3565,0.9242,0,0,0
2013-05-19,0.0186,14.6304,0,298.8612,62.8928,NA,120.9013,0.3519,0.6339,0.1293,14.9822,202.2602,21.7242,1.1654,10.4884,2.3308,0.0372,0.3344,0.8669,0,0,0
2013-05-20,0.0413,14.4457,0,300.0683,62.9062,NA,120.9013,0.3429,0.6553,0.13,14.9809,202.2425,21.7223,1.1634,10.4709,2.3269,0.0347,0.3122,0.8095,0,0,0
2013-05-21,0.0278,14.9861,0,296.5605,62.9196,NA,120.9013,0.3339,0.6767,0.1308,14.9796,202.2247,21.7204,1.1615,10.4534,2.323,0.0322,0.2901,0.7522,0,0,0
2013-05-22,0.0207,16.0322,0,289.9751,62.9329,NA,120.9013,0.3249,0.698,0.1315,14.9783,202.2069,21.7185,1.1595,10.4359,2.3191,0.0298,0.268,0.6948,0,0,0
2013-05-23,0.0195,15.7351,0,291.8187,62.9463,NA,120.9013,0.3158,0.7194,0.1322,14.977,202.1891,21.7166,1.1576,10.4184,2.3152,0.0273,0.2459,0.6375,0,0,0
2013-05-24,0.0194,14.3636,0,300.6075,62.9597,NA,120.9013,0.3068,0.7408,0.133,14.9757,202.1713,21.7147,1.1556,10.4008,2.3113,0.0279,0.2509,0.6505,0,0,0
2013-05-25,0.0164,11.7835,0,318.482,62.9731,NA,120.9013,0.2978,0.7622,0.1337,14.9743,202.1535,21.7128,1.1537,10.3833,2.3074,0.0284,0.256,0.6636,0,0,0
2013-05-26,0.0151,12.5138,0,313.2351,62.9865,NA,120.9013,0.2888,0.7836,0.1344,14.973,202.1357,21.7109,1.1518,10.3658,2.3035,0.029,0.261,0.6766,0,0,0
2013-05-27,0.0142,12.8518,0,310.858,62.9999,NA,120.9013,0.2797,0.805,0.1352,14.9717,202.118,21.709,1.1498,10.3483,2.2996,0.0296,0.266,0.6897,0,0,0
2013-05-28,0.0141,14.5001,0,299.712,63.0133,NA,120.9013,0.2707,0.8263,0.1359,14.9704,202.1002,21.7071,1.1479,10.3308,2.2957,0.0301,0.2711,0.7027,0,0,0
2013-05-29,0.014,16.0369,0,289.9462,63.0267,NA,120.9013,0.2617,0.8477,0.1366,14.9691,202.0824,21.7051,1.1459,10.3133,2.2918,0.0307,0.2761,0.7158,0,0,0
2013-05-30,0.0132,16.7321,0,285.7133,63.0401,NA,120.9013,0.2527,0.8691,0.1374,14.9677,202.0646,21.7032,1.144,10.2958,2.288,0.0312,0.2811,0.7288,0,0,0
2013-05-31,0.0142,17.0495,0,283.8173,63.0535,NA,120.9013,0.2436,0.8905,0.1381,14.9664,202.0468,21.7013,1.142,10.2783,2.2841,0.0311,0.2801,0.7261,0,0,0
2013-06-01,0.0136,17.2396,0,282.6924,63.0669,NA,120.9013,0.2346,0.9119,0.1388,14.9651,202.029,21.6994,1.1401,10.2608,2.2802,0.031,0.279,0.7233,0,0,0
2013-06-02,0.0169,17.1595,0,283.1654,63.0803,NA,120.9013,0.2256,0.9332,0.1396,14.9638,202.0112,21.6975,1.1381,10.2433,2.2763,0.0309,0.2779,0.7205,0,0,0
2013-06-03,0.0159,16.7891,0,285.3712,63.0937,NA,120.9013,0.2166,0.9546,0.1403,14.9625,201.9935,21.6956,1.1362,10.2258,2.2724,0.0308,0.2768,0.7177,0,0,0
2013-06-04,0.0136,16.4393,0,287.4826,63.1071,NA,120.9013,0.2075,0.976,0.141,14.9612,201.9757,21.6937,1.1343,10.2083,2.2685,0.0306,0.2758,0.715,0,0,0
2013-06-05,0.0123,16.1639,0,289.1647,63.1205,NA,120.9013,0.1985,0.9974,0.1418,14.9598,201.9579,21.6918,1.1323,10.1908,2.2646,0.0305,0.2747,0.7122,0,0,0
2013-06-06,0.0486,15.4833,0,293.3975,63.1339,NA,120.9013,0.1895,1.0188,0.1425,14.9585,201.9401,21.6899,1.1304,10.1733,2.2607,0.0304,0.2736,0.7094,0,0,0
2013-06-07,0.0498,14.903,0,297.0953,63.1473,NA,120.9013,0.1805,1.0401,0.1432,14.9572,201.9223,21.688,1.1284,10.1558,2.2568,0.0303,0.2726,0.7066,0,0,0
2013-06-08,0.0358,15.2952,0,294.5872,63.1607,NA,120.9013,0.1715,1.0615,0.144,14.9559,201.9045,21.686,1.1265,10.1382,2.2529,0.0302,0.2715,0.7039,0,0,0
2013-06-09,0.0251,16.1209,0,289.4284,63.174,NA,120.9013,0.1624,1.0829,0.1447,14.9546,201.8867,21.6841,1.1245,10.1207,2.2491,0.03,0.2704,0.7011,0,0,0
2013-06-10,0.0268,16.7489,0,285.6123,63.1874,NA,120.9013,0.1534,1.1043,0.1455,14.9533,201.869,21.6822,1.1226,10.1032,2.2452,0.0299,0.2693,0.6983,0,0,0
2013-06-11,0.0292,16.3708,0,287.8989,63.2008,NA,120.9013,0.1444,1.1257,0.1462,14.9519,201.8512,21.6803,1.1206,10.0857,2.2413,0.0298,0.2683,0.6955,0,0,0
2013-06-12,0.0239,16.975,0,284.2602,63.2142,NA,120.9013,0.1354,1.147,0.1469,14.9506,201.8334,21.6784,1.1187,10.0682,2.2374,0.0297,0.2672,0.6928,0,0,0
2013-06-13,0.0221,18.0383,0,278.0521,63.2276,NA,120.9013,0.1263,1.1684,0.1477,14.9493,201.8156,21.6765,1.1167,10.0507,2.2335,0.0296,0.2661,0.69,0,0,0
2013-06-14,0.0189,16.4772,0,287.2524,63.241,NA,120.9013,0.1173,1.1898,0.1484,14.948,201.7978,21.6746,1.1148,10.0332,2.2296,0.03,0.2699,0.6996,0,0,0
2013-06-15,0.0162,16.2758,0,288.4787,63.2544,NA,120.9013,0.1083,1.2112,0.1491,14.9467,201.78,21.6727,1.1129,10.0157,2.2257,0.0304,0.2736,0.7093,0,0,0
2013-06-16,0.015,16.7792,0,285.4306,63.2678,NA,120.9013,0.0993,1.2326,0.1499,14.9454,201.7622,21.6708,1.1109,9.9982,2.2218,0.0308,0.2773,0.719,0,0,0
2013-06-17,0.0152,17.4147,0,281.6634,63.2812,NA,120.9013,0.0902,1.2539,0.1506,14.944,201.7445,21.6688,1.109,9.9807,2.2179,0.0312,0.281,0.7286,0,0,0
2013-06-18,0.0171,17.3644,0,281.9584,63.2946,NA,120.9013,0.0812,1.2753,0.1513,14.9427,201.7267,21.6669,1.107,9.9632,2.214,0.0316,0.2848,0.7383,0,0,0
2013-06-19,0.0155,16.8402,0,285.0648,63.308,NA,120.9013,0.0722,1.2967,0.1521,14.9414,201.7089,21.665,1.1051,9.9457,2.2102,0.0321,0.2885,0.7479,0,0,0
2013-06-20,0.0138,17.1076,0,283.4725,63.3214,NA,120.9013,0.0632,1.3181,0.1528,14.9401,201.6911,21.6631,1.1031,9.9282,2.2063,0.0325,0.2922,0.7576,0,0,0
2013-06-21,0.0129,17.0918,0,283.5664,63.3348,NA,120.9013,0.0541,1.3395,0.1535,14.9388,201.6733,21.6612,1.1012,9.9107,2.2024,0.0329,0.2959,0.7672,0,0,0
2013-06-22,0.0126,16.8865,0,284.7883,63.3482,NA,120.9013,0.0451,1.3608,0.1543,14.9374,201.6555,21.659300000000002,1.0992,9.8932,2.1985,0.0333,0.2997,0.7769,0,0,0
2013-06-23,0.0123,17.8064,0,279.3857,63.3616,NA,120.9013,0.0361,1.3822,0.155,14.9361,201.6377,21.6574,1.0973,9.8757,2.1946,0.0337,0.3034,0.7866,0,0,0
2013-06-24,0.0118,18.4595,0,275.6599,63.375,NA,120.9013,0.0271,1.4036,0.1557,14.9348,201.62,21.6555,1.0953,9.8581,2.1907,0.0341,0.3071,0.7962,0,0,0
2013-06-25,0.0115,18.5993,0,274.874,63.3884,NA,120.9013,0.018,1.425,0.1565,14.9335,201.6022,21.6536,1.0934,9.8406,2.1868,0.0345,0.3108,0.8059,0,0,0
2013-06-26,0.0149,18.6504,0,274.5874,63.4017,NA,120.9013,0.009,1.4464,0.1572,14.9322,201.5844,21.6517,1.0915,9.8231,2.1829,0.035,0.3146,0.8155,0,0,0
2013-06-27,0.0132,18.0174,0,278.172,63.4151,NA,120.9013,0,1.4677,0.1579,14.9309,201.5666,21.6497,1.0895,9.8056,2.179,0.0354,0.3183,0.8252,0,0,0
2013-06-28,0.0122,18.7069,0,274.2717,63.4285,NA,120.9013,0.1109,1.3038,0.1509,14.9295,201.5488,21.6478,1.093,9.8372,2.186,0.04,0.3601,0.9337,0,0,0
2013-06-29,0.0107,18.6251,0,274.7292,63.4419,NA,120.9013,0.2217,1.1398,0.1439,14.9282,201.531,21.6459,1.0965,9.8688,2.1931,0.0447,0.402,1.0422,0,0,0
2013-06-30,0.0119,18.574,0,275.016,63.4553,NA,120.9013,0.3326,0.9758,0.1369,14.9269,201.5132,21.644,1.1,9.9004,2.2001,0.0493,0.4438,1.1507,0,0,0
2013-07-01,0.0109,18.6206,0,274.7542,63.4687,NA,120.9013,0.4435,0.8118,0.1299,14.9256,201.4955,21.6421,1.1036,9.932,2.2071,0.054,0.4857,1.2592,0,0,0
2013-07-02,0.0296,18.5534,0,275.1312,63.4821,NA,120.9013,0.5543,0.6478,0.1228,14.9243,201.4777,21.6402,1.1071,9.9636,2.2141,0.0586,0.5276,1.3677,0,0,0
2013-07-03,0.0788,17.2618,0,282.5617,63.4955,NA,120.9013,0.6652,0.4839,0.1158,14.923,201.4599,21.6383,1.1106,9.9952,2.2212,0.0633,0.5694,1.4762,0,0,0
2013-07-04,0.0965,17.1894,0,282.9887,63.5089,NA,120.9013,0.6583,0.4859,0.1145,14.9216,201.4421,21.6364,1.1101,9.9906,2.2201,0.0609,0.5479,1.4204,0,0,0
2013-07-05,0.0649,17.1384,0,283.2899,63.5223,NA,120.9013,0.6513,0.4879,0.1132,14.9203,201.4243,21.6345,1.1096,9.9861,2.2191,0.0585,0.5263,1.3645,0,0,0
2013-07-06,0.0394,17.493,0,281.2052,63.5357,NA,120.9013,0.6444,0.4899,0.1119,14.919,201.4065,21.6326,1.1091,9.9815,2.2181,0.0561,0.5048,1.3086,0,0,0
2013-07-07,0.0304,17.6807,0,280.1126,63.5491,NA,120.9013,0.6375,0.4919,0.1106,14.9177,201.3887,21.6306,1.1086,9.977,2.2171,0.0537,0.4832,1.2528,0,0,0
2013-07-08,0.0275,17.4573,0,281.414,63.5625,NA,120.9013,0.6305,0.494,0.1092,14.9164,201.371,21.6287,1.108,9.9724,2.2161,0.0513,0.4617,1.1969,0,0,0
2013-07-09,0.0228,17.8676,0,279.0324,63.5759,NA,120.9013,0.6236,0.496,0.1079,14.915,201.3532,21.6268,1.1075,9.9679,2.2151,0.0489,0.4401,1.141,0,0,0
2013-07-10,0.0555,18.3016,0,276.5526,63.5893,NA,120.9013,0.6167,0.498,0.1066,14.9137,201.3354,21.6249,1.107,9.9633,2.2141,0.0465,0.4186,1.0852,0,0,0
2013-07-11,0.0909,17.1798,0,283.0454,63.6027,NA,120.9013,0.6098,0.5,0.1053,14.9124,201.3176,21.623,1.1065,9.9588,2.2131,0.0441,0.397,1.0293,0,0,0
2013-07-12,0.0593,16.8561,0,284.9695,63.6161,NA,120.9013,0.6177,0.5311,0.1068,14.9111,201.2998,21.6211,1.1024,9.9213,2.2047,0.0407,0.3665,0.9503,0,0,0
2013-07-13,0.0427,16.6011,0,286.502,63.6295,NA,120.9013,0.6256,0.5622,0.1083,14.9098,201.282,21.6192,1.0982,9.8838,2.1964,0.0373,0.336,0.8712,0,0,0
2013-07-14,0.0448,17.4875,0,281.2374,63.6428,NA,120.9013,0.6335,0.5933,0.1098,14.9085,201.2642,21.6173,1.094,9.8462,2.1881,0.034,0.3056,0.7922,0,0,0
2013-07-15,0.0358,17.6382,0,280.3593,63.6562,NA,120.9013,0.6414,0.6244,0.1113,14.9071,201.2465,21.6154,1.0899,9.8087,2.1797,0.0306,0.2751,0.7132,0,0,0
2013-07-16,0.0301,18.0512,0,277.9782,63.6696,NA,120.9013,0.6494,0.6555,0.1128,14.9058,201.2287,21.6134,1.0857,9.7712,2.1714,0.0329,0.296,0.7675,0,0,0
2013-07-17,0.0269,18.4614,0,275.6493,63.683,NA,120.9013,0.6573,0.6866,0.1143,14.9045,201.2109,21.6115,1.0815,9.7337,2.163,0.0352,0.317,0.8218,0,0,0
2013-07-18,0.0251,18.5649,0,275.0668,63.6964,NA,120.9013,0.6652,0.7177,0.1158,14.9032,201.1931,21.6096,1.0774,9.6962,2.1547,0.0375,0.3379,0.8761,0,0,0
2013-07-19,0.0236,18.7576,0,273.9886,63.7098,NA,120.9013,0.6731,0.7488,0.1173,14.9019,201.1753,21.6077,1.0732,9.6587,2.1464,0.0399,0.3589,0.9305,0,0,0
2013-07-20,0.0224,18.7573,0,273.9903,63.7232,NA,120.9013,0.681,0.78,0.1188,14.9006,201.1575,21.6058,1.069,9.6212,2.138,0.0423,0.3803,0.9859,0,0,0
2013-07-21,0.0219,18.6193,0,274.7618,63.7366,NA,120.9013,0.6889,0.8111,0.1203,14.8992,201.1397,21.6039,1.0649,9.5837,2.1297,0.0446,0.4017,1.0414,0,0,0
2013-07-22,0.0212,18.5814,0,274.9745,63.75,NA,120.9013,0.6969,0.8422,0.1218,14.8979,201.122,21.602,1.0607,9.5462,2.1214,0.047,0.4231,1.0968,0,0,0
2013-07-23,0.0201,18.628,0,274.7128,63.7634,NA,120.9013,0.7048,0.8733,0.1233,14.8966,201.1042,21.6001,1.0565,9.5087,2.113,0.0494,0.4444,1.1523,0,0,0
2013-07-24,0.0187,18.6551,0,274.5612,63.7768,NA,120.9013,0.7127,0.9044,0.1248,14.8953,201.0864,21.5982,1.0524,9.4712,2.1047,0.0518,0.4658,1.2077,0,0,0
2013-07-25,0.0173,18.0277,0,278.1129,63.7902,NA,120.9013,0.7206,0.9355,0.1264,14.894,201.0686,21.5963,1.0482,9.4337,2.0964,0.0541,0.4872,1.2632,0,0,0
2013-07-26,0.0164,17.5598,0,280.8157,63.8036,NA,120.9013,0.5405,0.9677,0.129,14.8927,201.0508,21.5943,1.0596,9.5363,2.1192,0.0523,0.4708,1.2207,0,0,0
2013-07-27,0.0175,17.663,0,280.2154,63.817,NA,120.9013,0.3603,1,0.1316,14.8913,201.033,21.5924,1.071,9.639,2.142,0.0505,0.4544,1.1781,0,0,0
2013-07-28,0.0173,17.5261,0,281.0118,63.8304,NA,120.9013,0.1802,1.0323,0.1343,14.89,201.0152,21.5905,1.0824,9.7417,2.1648,0.0487,0.438,1.1356,0,0,0
2013-07-29,0.0156,17.4276,0,281.5877,63.8438,NA,120.9013,0,1.0645,0.1369,14.8887,200.9975,21.5886,1.0938,9.8444,2.1876,0.0468,0.4216,1.0931,0,0,0
2013-07-30,0.0143,16.6923,0,285.9526,63.8572,NA,120.9013,0.1293,1.0108,0.1369,14.8874,200.9797,21.5867,1.0866,9.7795,2.1732,0.0555,0.4992,1.2942,0,0,0
2013-07-31,0.0136,16.9711,0,284.2831,63.8705,NA,120.9013,0.2587,0.957,0.1369,14.8861,200.96190000000001,21.5848,1.0794,9.7145,2.1588,0.0641,0.5768,1.4954,0,0,0
2013-08-01,0.0151,17.1283,0,283.3497,63.8839,NA,120.9013,0.388,0.9032,0.1369,14.8847,200.9441,21.5829,1.0722,9.6496,2.1444,0.0727,0.6544,1.6966,0,0,0
2013-08-02,0.0137,17.5241,0,281.024,63.8973,NA,120.9013,0.5266,0.9597,0.1395,14.8834,200.9263,21.581,1.055,9.4951,2.11,0.0622,0.5602,1.4523,0,0,0
2013-08-03,0.0128,17.3711,0,281.9186,63.9107,NA,120.9013,0.6652,1.0161,0.1421,14.8821,200.9085,21.5791,1.0378,9.3406,2.0757,0.0518,0.466,1.2081,0,0,0
2013-08-04,0.0126,17.7197,0,279.8868,63.9241,NA,120.9013,0.8038,1.0726,0.1448,14.8808,200.8907,21.5772,1.0207,9.1861,2.0414,0.0413,0.3718,0.9638,0,0,0
2013-08-05,0.0113,17.0029,0,284.094,63.9375,NA,120.9013,0.9424,1.129,0.1474,14.8795,200.873,21.5752,1.0035,9.0316,2.007,0.0308,0.2775,0.7195,0,0,0
2013-08-06,0.0118,17.5141,0,281.0823,63.9509,NA,120.9013,0.7576,1.1075,0.1544,14.8782,200.8552,21.5733,1.0198,9.178,2.0396,0.0388,0.3492,0.9052,0,0,0
2013-08-07,0.0124,17.807,0,279.3821,63.9643,NA,120.9013,0.5728,1.086,0.1615,14.8768,200.8374,21.5714,1.0361,9.3245,2.0721,0.0468,0.4208,1.0909,0,0,0
2013-08-08,0.0193,18.1228,0,277.5693,63.9777,NA,120.9013,0.388,1.0645,0.1685,14.8755,200.8196,21.5695,1.0523,9.471,2.1047,0.0547,0.4924,1.2766,0,0,0
2013-08-09,0.0186,18.5827,0,274.9669,63.9911,NA,120.9013,0.3959,1.0553,0.167,14.8742,200.8018,21.5676,1.0515,9.4637,2.103,0.0487,0.4381,1.1359,0,0,0
2013-08-10,0.0138,19.0065,0,272.6073,64.0045,NA,120.9013,0.4039,1.0461,0.1655,14.8729,200.784,21.5657,1.0507,9.4564,2.1014,0.0426,0.3838,0.9951,0,0,0
2013-08-11,0.0135,19.0324,0,272.4641,64.0179,NA,120.9013,0.4118,1.0369,0.164,14.8716,200.7662,21.5638,1.0499,9.4492,2.0998,0.0366,0.3295,0.8543,0,0,0
2013-08-12,0.0152,19.0022,0,272.6309,64.0313,NA,120.9013,0.4197,1.0276,0.1625,14.8703,200.7485,21.5619,1.0491,9.4419,2.0982,0.0306,0.2752,0.7135,0,0,0
2013-08-13,0.0131,18.7281,0,274.153,64.0447,NA,120.9013,0.4276,1.0184,0.161,14.8689,200.7307,21.56,1.0483,9.4347,2.0966,0.0357,0.321,0.8321,0,0,0
2013-08-14,0.0119,17.7385,0,279.7777,64.0581,NA,120.9013,0.4355,1.0092,0.1594,14.8676,200.7129,21.5581,1.0475,9.4274,2.095,0.0407,0.3667,0.9507,0,0,0
2013-08-15,0.0103,15.9933,0,290.2151,64.0715,NA,120.9013,0.4435,1,0.1579,14.8663,200.6951,21.5561,1.0467,9.4201,2.0934,0.0458,0.4124,1.0693,0,0,0
2013-08-16,0.0101,15.5682,0,292.8634,64.0849,NA,120.9013,0.5913,1,0.1562,14.865,200.6773,21.5542,1.0334,9.301,2.0669,0.0447,0.4023,1.043,0,0,0
2013-08-17,0.0101,15.5749,0,292.8216,64.0982,NA,120.9013,0.7391,1,0.1544,14.8637,200.6595,21.5523,1.0202,9.1819,2.0404,0.0436,0.3922,1.0167,0,0,0
2013-08-18,0.0192,15.9935,0,290.2138,64.1116,NA,120.9013,0.8869,1,0.1527,14.8624,200.6417,21.5504,1.007,9.0628,2.014,0.0424,0.382,0.9905,0,0,0
2013-08-19,0.0146,16.3868,0,287.8019,64.125,NA,120.9013,1.0347,1,0.1509,14.861,200.624,21.5485,0.9937,8.9437,1.9875,0.0413,0.3719,0.9642,0,0,0
2013-08-20,0.0125,17.1817,0,283.0343,64.1384,NA,120.9013,1.1826,1,0.1492,14.8597,200.6062,21.5466,0.9805,8.8246,1.961,0.0402,0.3618,0.9379,0,0,0
2013-08-21,0.0112,17.7624,0,279.6397,64.1518,NA,120.9013,1.3304,1,0.1474,14.8584,200.5884,21.5447,0.9673,8.7055,1.9346,0.0391,0.3516,0.9117,0,0,0
2013-08-22,0.0114,18.02,0,278.1571,64.1652,NA,120.9013,1.2789,1.0207,0.1504,14.8571,200.5706,21.5428,0.9689,8.7203,1.9378,0.0388,0.3495,0.906,0,0,0
2013-08-23,0.0102,18.1588,0,277.3643,64.1786,NA,120.9013,1.2274,1.0415,0.1534,14.8558,200.5528,21.5409,0.9706,8.7351,1.9411,0.0386,0.3473,0.9003,0,0,0
2013-08-24,0.0098,17.1832,0,283.0251,64.192,NA,120.9013,1.176,1.0622,0.1564,14.8544,200.535,21.5389,0.9722,8.7499,1.9444,0.0383,0.3451,0.8947,0,0,0
2013-08-25,0.0089,16.7255,0,285.7527,64.2054,NA,120.9013,1.1245,1.0829,0.1594,14.8531,200.5172,21.537,0.9739,8.7647,1.9477,0.0381,0.3429,0.889,0,0,0
2013-08-26,0.0086,16.762,0,285.5337,64.2188,NA,120.9013,1.073,1.1037,0.1625,14.8518,200.4995,21.5351,0.9755,8.7796,1.951,0.0379,0.3407,0.8834,0,0,0
2013-08-27,0.0089,17.7266,0,279.847,64.2322,NA,120.9013,1.0215,1.1244,0.1655,14.8505,200.4817,21.5332,0.9772,8.7944,1.9543,0.0376,0.3385,0.8777,0,0,0
2013-08-28,0.0094,18.2905,0,276.6152,64.2456,NA,120.9013,0.9701,1.1452,0.1685,14.8492,200.4639,21.5313,0.9788,8.8092,1.9576,0.0374,0.3364,0.8721,0,0,0
2013-08-29,0.0093,18.9601,0,272.8637,64.259,NA,120.9013,0.9186,1.1659,0.1715,14.8479,200.4461,21.5294,0.9804,8.824,1.9609,0.0371,0.3342,0.8664,0,0,0
2013-08-30,0.0082,18.8485,0,273.4824,64.2724,NA,120.9013,0.8671,1.1866,0.1745,14.8465,200.4283,21.5275,0.9821,8.8388,1.9642,0.0369,0.332,0.8607,0,0,0
2013-08-31,0.0088,18.821,0,273.6353,64.2858,NA,120.9013,0.8156,1.2074,0.1775,14.8452,200.4105,21.5256,0.9837,8.8536,1.9675,0.0366,0.3298,0.8551,0,0,0
2013-09-01,0.0087,18.6589,0,274.5402,64.2992,NA,120.9013,0.7642,1.2281,0.1805,14.8439,200.3927,21.5237,0.9854,8.8684,1.9708,0.0364,0.3276,0.8494,0,0,0
2013-09-02,0.0084,18.9546,0,272.8942,64.3126,NA,120.9013,0.7127,1.2488,0.1835,14.8426,200.375,21.5218,0.987,8.8832,1.9741,0.0362,0.3255,0.8438,0,0,0
2013-09-03,0.0078,19.1156,0,272.0053,64.326,NA,120.9013,0.6612,1.2696,0.1865,14.8413,200.3572,21.5198,0.9887,8.8981,1.9773,0.0359,0.3233,0.8381,0,0,0
2013-09-04,0.007,17.7867,0,279.4992,64.3393,NA,120.9013,0.6098,1.2903,0.1895,14.84,200.3394,21.5179,0.9903,8.9129,1.9806,0.0357,0.3211,0.8325,0,0,0
2013-09-05,0.0069,17.5604,0,280.812,64.3527,NA,120.9013,0.5781,1.1659,0.1835,14.8386,200.3216,21.516,1.0024,9.0217,2.0048,0.0395,0.3551,0.9206,0,0,0
2013-09-06,0.0063,17.3431,0,282.0831,64.3661,NA,120.9013,0.5464,1.0415,0.1775,14.8373,200.3038,21.5141,1.0145,9.1305,2.029,0.0432,0.3891,1.0088,0,0,0
2013-09-07,0.0062,16.4299,0,287.5396,64.3795,NA,120.9013,0.5147,0.9171,0.1715,14.836,200.286,21.5122,1.0266,9.2394,2.0532,0.047,0.4231,1.0969,0,0,0
2013-09-08,0.0065,17.3477,0,282.0562,64.3929,NA,120.9013,0.4831,0.7926,0.1655,14.8347,200.2682,21.5103,1.0387,9.3482,2.0774,0.0508,0.4571,1.1851,0,0,0
2013-09-09,0.0063,17.9406,0,278.6124,64.4063,NA,120.9013,0.4514,0.6682,0.1594,14.8334,200.2505,21.5084,1.0508,9.457,2.1016,0.0546,0.4911,1.2733,0,0,0
2013-09-10,0.01,18.3693,0,276.1692,64.4197,NA,120.9013,0.4197,0.5438,0.1534,14.832,200.2327,21.5065,1.0629,9.5659,2.1258,0.0583,0.5251,1.3614,0,0,0
2013-09-11,0.0235,19.9725,0,267.361,64.4331,NA,120.9013,0.388,0.4194,0.1474,14.8307,200.2149,21.5046,1.075,9.6747,2.1499,0.0621,0.5591,1.4496,0,0,0
2013-09-12,0.0226,20.4203,0,264.9897,64.4465,NA,120.9013,0.388,0.4009,0.1414,14.8294,200.1971,21.5027,1.0756,9.6803,2.1512,0.0584,0.526,1.3637,0,0,0
2013-09-13,0.0211,19.5442,0,269.6648,64.4599,NA,120.9013,0.388,0.3825,0.1354,14.8281,200.1793,21.5007,1.0762,9.6859,2.1524,0.0548,0.4929,1.2779,0,0,0
2013-09-14,0.0208,17.0971,0,283.5349,64.4733,NA,120.9013,0.388,0.3641,0.1294,14.8268,200.1615,21.4988,1.0768,9.6915,2.1537,0.0511,0.4598,1.192,0,0,0
2013-09-15,0.0204,16.7815,0,285.4168,64.4867,NA,120.9013,0.388,0.3456,0.1233,14.8255,200.1437,21.4969,1.0775,9.6971,2.1549,0.0474,0.4266,1.1061,0,0,0
2013-09-16,0.0206,17.9664,0,278.4646,64.5001,NA,120.9013,0.388,0.3272,0.1173,14.8241,200.1259,21.495,1.0781,9.7026,2.1561,0.0437,0.3935,1.0202,0,0,0
2013-09-17,0.0204,16.7128,0,285.8291,64.5135,NA,120.9013,0.388,0.3088,0.1113,14.8228,200.1082,21.4931,1.0787,9.7082,2.1574,0.04,0.3604,0.9344,0,0,0
2013-09-18,0.0198,15.809,0,291.3584,64.5269,NA,120.9013,0.388,0.2903,0.1053,14.8215,200.0904,21.4912,1.0793,9.7138,2.1586,0.0364,0.3273,0.8485,0,0,0
2013-09-19,0.0198,16.805,0,285.2757,64.5403,NA,120.9013,0.3888,0.2903,0.1052,14.8202,200.0726,21.4893,1.0783,9.7051,2.1567,0.0372,0.3346,0.8676,0,0,0
2013-09-20,0.0214,17.6028,0,280.5652,64.5537,NA,120.9013,0.3896,0.2902,0.1051,14.8189,200.0548,21.4874,1.0774,9.6963,2.1547,0.038,0.342,0.8867,0,0,0
2013-09-21,0.0236,17.7025,0,279.9864,64.567,NA,120.9013,0.3903,0.2901,0.105,14.8176,200.037,21.4855,1.0764,9.6875,2.1528,0.0388,0.3494,0.9058,0,0,0
2013-09-22,0.0235,16.7557,0,285.5712,64.5804,NA,120.9013,0.3911,0.2901,0.1049,14.8162,200.0192,21.4835,1.0754,9.6788,2.1508,0.0396,0.3568,0.925,0,0,0
2013-09-23,0.021,16.0103,0,290.1102,64.5938,NA,120.9013,0.3919,0.29,0.1048,14.8149,200.0014,21.4816,1.0744,9.67,2.1489,0.0405,0.3642,0.9441,0,0,0
2013-09-24,0.02,16.0648,0,289.7741,64.6072,NA,120.9013,0.3926,0.2899,0.1047,14.8136,199.9837,21.4797,1.0735,9.6612,2.1469,0.0413,0.3715,0.9632,0,0,0
2013-09-25,0.02,16.4646,0,287.3289,64.6206,NA,120.9013,0.3934,0.2899,0.1046,14.8123,199.9659,21.4778,1.0725,9.6525,2.145,0.0421,0.3789,0.9823,0,0,0
2013-09-26,0.0202,16.835,0,285.096,64.634,NA,120.9013,0.3942,0.2898,0.1045,14.811,199.9481,21.4759,1.0715,9.6437,2.143,0.042,0.3783,0.9808,0,0,0
2013-09-27,0.0199,16.1404,0,289.3087,64.6474,NA,120.9013,0.3949,0.2897,0.1044,14.8097,199.9303,21.474,1.0705,9.6349,2.1411,0.042,0.3777,0.9792,0,0,0
