time,site_id,depth,observed,variable
2018-07-06T00:00:00Z,fcre,0,29.5854,temperature
2018-07-07T00:00:00Z,fcre,0,29.5087,temperature
2018-07-08T00:00:00Z,fcre,0,28.7162,temperature
2018-07-09T00:00:00Z,fcre,0,28.9047,temperature
2018-07-10T00:00:00Z,fcre,0,29.0641,temperature
2018-07-11T00:00:00Z,fcre,0,29.2513,temperature
2018-07-12T00:00:00Z,fcre,0,29.0116,temperature
2018-07-13T00:00:00Z,fcre,0,29.4619,temperature
2018-07-14T00:00:00Z,fcre,0,28.3713,temperature
2018-07-15T00:00:00Z,fcre,0,28.1608,temperature
2018-07-16T00:00:00Z,fcre,0,29.1472,temperature
2018-07-17T00:00:00Z,fcre,0,28.2605,temperature
2018-07-18T00:00:00Z,fcre,0,29.4642,temperature
2018-07-19T00:00:00Z,fcre,0,29.0025,temperature
2018-07-20T00:00:00Z,fcre,0,28.0622,temperature
2018-07-21T00:00:00Z,fcre,0,27.0158,temperature
2018-07-22T00:00:00Z,fcre,0,26.9175,temperature
2018-07-23T00:00:00Z,fcre,0,26.3729,temperature
2018-07-24T00:00:00Z,fcre,0,25.8561,temperature
2018-07-25T00:00:00Z,fcre,0,26.1165,temperature
2018-07-26T00:00:00Z,fcre,0,26.0393,temperature
2018-07-27T00:00:00Z,fcre,0,27.9233,temperature
2018-07-28T00:00:00Z,fcre,0,27.1969,temperature
2018-07-29T00:00:00Z,fcre,0,28.8112,temperature
2018-07-30T00:00:00Z,fcre,0,26.9678,temperature
2018-07-31T00:00:00Z,fcre,0,26.702,temperature
2018-08-01T00:00:00Z,fcre,0,26.1075,temperature
2018-08-02T00:00:00Z,fcre,0,25.8916,temperature
2018-08-03T00:00:00Z,fcre,0,25.7666,temperature
2018-08-04T00:00:00Z,fcre,0,24.7816,temperature
2018-08-05T00:00:00Z,fcre,0,28.3044,temperature
2018-08-06T00:00:00Z,fcre,0,29.6492,temperature
2018-08-07T00:00:00Z,fcre,0,30.1864,temperature
2018-08-08T00:00:00Z,fcre,0,29.8235,temperature
2018-08-09T00:00:00Z,fcre,0,29.1783,temperature
2018-08-10T00:00:00Z,fcre,0,29.2171,temperature
2018-08-11T00:00:00Z,fcre,0,29.4415,temperature
2018-08-12T00:00:00Z,fcre,0,28.3591,temperature
2018-08-13T00:00:00Z,fcre,0,26.9851,temperature
2018-08-14T00:00:00Z,fcre,0,28.1295,temperature
2018-08-25T00:00:00Z,fcre,0,25.0145,temperature
2018-08-26T00:00:00Z,fcre,0,24.9993,temperature
2018-08-27T00:00:00Z,fcre,0,25.9416,temperature
2018-08-29T00:00:00Z,fcre,0,28.7633,temperature
2018-08-30T00:00:00Z,fcre,0,28.2647,temperature
2018-08-31T00:00:00Z,fcre,0,28.8427,temperature
2018-09-01T00:00:00Z,fcre,0,27.5991,temperature
2018-09-02T00:00:00Z,fcre,0,26.9406,temperature
2018-09-03T00:00:00Z,fcre,0,28.5337,temperature
2018-09-04T00:00:00Z,fcre,0,27.8262,temperature
2018-09-05T00:00:00Z,fcre,0,28.9799,temperature
2018-09-06T00:00:00Z,fcre,0,27.9744,temperature
2018-09-07T00:00:00Z,fcre,0,30.3964,temperature
2018-09-08T00:00:00Z,fcre,0,27.4503,temperature
2018-09-09T00:00:00Z,fcre,0,27.2013,temperature
2018-09-10T00:00:00Z,fcre,0,25.2731,temperature
2018-09-11T00:00:00Z,fcre,0,24.1522,temperature
2018-09-12T00:00:00Z,fcre,0,24.1617,temperature
2018-09-13T00:00:00Z,fcre,0,24.3152,temperature
2018-09-14T00:00:00Z,fcre,0,25.5276,temperature
2018-09-15T00:00:00Z,fcre,0,24.8193,temperature
2018-09-16T00:00:00Z,fcre,0,24.1547,temperature
2018-09-17T00:00:00Z,fcre,0,23.2226,temperature
2018-09-18T00:00:00Z,fcre,0,23.212,temperature
2018-09-19T00:00:00Z,fcre,0,23.6883,temperature
2018-09-20T00:00:00Z,fcre,0,25.0809,temperature
2018-09-21T00:00:00Z,fcre,0,24.4507,temperature
2018-09-22T00:00:00Z,fcre,0,24.9825,temperature
2018-09-23T00:00:00Z,fcre,0,25.9284,temperature
2018-09-24T00:00:00Z,fcre,0,23.158,temperature
2018-09-26T00:00:00Z,fcre,0,21.9577,temperature
2018-09-27T00:00:00Z,fcre,0,22.3462,temperature
2018-09-28T00:00:00Z,fcre,0,21.8989,temperature
2018-09-29T00:00:00Z,fcre,0,22.8463,temperature
2018-09-30T00:00:00Z,fcre,0,22.5663,temperature
2018-10-01T00:00:00Z,fcre,0,21.2569,temperature
2018-10-02T00:00:00Z,fcre,0,21.59,temperature
2018-10-03T00:00:00Z,fcre,0,22.2178,temperature
2018-10-04T00:00:00Z,fcre,0,24.2245,temperature
2018-10-05T00:00:00Z,fcre,0,25.6579,temperature
2018-10-06T00:00:00Z,fcre,0,24.0441,temperature
2018-10-07T00:00:00Z,fcre,0,22.7376,temperature
2018-10-08T00:00:00Z,fcre,0,25.1224,temperature
2018-10-09T00:00:00Z,fcre,0,23.66,temperature
2018-10-10T00:00:00Z,fcre,0,23.4799,temperature
2018-10-11T00:00:00Z,fcre,0,22.6147,temperature
2018-10-12T00:00:00Z,fcre,0,21.9621,temperature
2018-10-13T00:00:00Z,fcre,0,20.4811,temperature
2018-10-14T00:00:00Z,fcre,0,19.207,temperature
2018-10-15T00:00:00Z,fcre,0,17.8036,temperature
2018-10-16T00:00:00Z,fcre,0,17.7103,temperature
2018-10-17T00:00:00Z,fcre,0,18.423,temperature
2018-10-18T00:00:00Z,fcre,0,17.6842,temperature
2018-10-19T00:00:00Z,fcre,0,17.734,temperature
2018-10-20T00:00:00Z,fcre,0,16.2778,temperature
2018-10-21T00:00:00Z,fcre,0,16.4849,temperature
2018-10-22T00:00:00Z,fcre,0,15.9039,temperature
2018-10-23T00:00:00Z,fcre,0,14.6979,temperature
2018-10-24T00:00:00Z,fcre,0,14.875,temperature
2018-10-25T00:00:00Z,fcre,0,14.6751,temperature
2018-10-26T00:00:00Z,fcre,0,13.7869,temperature
2018-10-27T00:00:00Z,fcre,0,12.934,temperature
2018-10-28T00:00:00Z,fcre,0,13.1837,temperature
2018-10-29T00:00:00Z,fcre,0,12.6691,temperature
2018-10-30T00:00:00Z,fcre,0,12.9261,temperature
2018-10-31T00:00:00Z,fcre,0,12.6174,temperature
2018-11-01T00:00:00Z,fcre,0,12.3442,temperature
2018-11-02T00:00:00Z,fcre,0,12.2423,temperature
2018-11-03T00:00:00Z,fcre,0,13.1238,temperature
2018-11-04T00:00:00Z,fcre,0,13.2291,temperature
2018-11-05T00:00:00Z,fcre,0,12.6398,temperature
2018-11-06T00:00:00Z,fcre,0,12.7294,temperature
2018-11-07T00:00:00Z,fcre,0,12.6221,temperature
2018-11-08T00:00:00Z,fcre,0,13.2408,temperature
2018-11-09T00:00:00Z,fcre,0,12.951,temperature
2018-11-10T00:00:00Z,fcre,0,12.1665,temperature
2018-11-11T00:00:00Z,fcre,0,12.1115,temperature
2018-11-12T00:00:00Z,fcre,0,11.4783,temperature
2018-11-13T00:00:00Z,fcre,0,10.1728,temperature
2018-11-14T00:00:00Z,fcre,0,9.855,temperature
2018-11-15T00:00:00Z,fcre,0,9.4633,temperature
2018-11-16T00:00:00Z,fcre,0,8.8953,temperature
2018-11-17T00:00:00Z,fcre,0,9.1379,temperature
2018-11-18T00:00:00Z,fcre,0,9.259,temperature
2018-11-19T00:00:00Z,fcre,0,8.6178,temperature
2018-11-20T00:00:00Z,fcre,0,8.7935,temperature
2018-11-21T00:00:00Z,fcre,0,9.2763,temperature
2018-11-22T00:00:00Z,fcre,0,8.8863,temperature
2018-11-23T00:00:00Z,fcre,0,8.5898,temperature
2018-11-24T00:00:00Z,fcre,0,7.7331,temperature
2018-11-25T00:00:00Z,fcre,0,7.3951,temperature
2018-11-26T00:00:00Z,fcre,0,7.805,temperature
2018-11-27T00:00:00Z,fcre,0,7.0766,temperature
2018-11-28T00:00:00Z,fcre,0,6.8935,temperature
2018-11-29T00:00:00Z,fcre,0,6.3733,temperature
2018-11-30T00:00:00Z,fcre,0,6.2728,temperature
2018-12-01T00:00:00Z,fcre,0,6.0586,temperature
2018-12-02T00:00:00Z,fcre,0,6.0163,temperature
2018-12-03T00:00:00Z,fcre,0,6.0711,temperature
2018-12-04T00:00:00Z,fcre,0,6.3498,temperature
2018-12-05T00:00:00Z,fcre,0,6.0971,temperature
2018-12-06T00:00:00Z,fcre,0,5.9024,temperature
2018-12-07T00:00:00Z,fcre,0,6.1268,temperature
2018-12-08T00:00:00Z,fcre,0,5.4316,temperature
2018-12-09T00:00:00Z,fcre,0,5.1986,temperature
2018-12-10T00:00:00Z,fcre,0,4.2995,temperature
2018-12-11T00:00:00Z,fcre,0,4.05,temperature
2018-12-12T00:00:00Z,fcre,0,3.9422,temperature
2018-12-13T00:00:00Z,fcre,0,3.0972,temperature
2018-12-14T00:00:00Z,fcre,0,3.3218,temperature
2018-12-15T00:00:00Z,fcre,0,3.3773,temperature
2018-12-16T00:00:00Z,fcre,0,3.7867,temperature
2018-12-17T00:00:00Z,fcre,0,4.7991,temperature
2018-12-18T00:00:00Z,fcre,0,5.3445,temperature
2018-12-19T00:00:00Z,fcre,0,5.132,temperature
2018-12-20T00:00:00Z,fcre,0,5.3126,temperature
2018-12-21T00:00:00Z,fcre,0,4.7843,temperature
2018-12-22T00:00:00Z,fcre,0,5.2694,temperature
2018-12-23T00:00:00Z,fcre,0,5.6891,temperature
2018-12-24T00:00:00Z,fcre,0,5.8397,temperature
2018-12-25T00:00:00Z,fcre,0,5.6994,temperature
2018-12-26T00:00:00Z,fcre,0,5.9068,temperature
2018-12-27T00:00:00Z,fcre,0,5.6781,temperature
2018-12-28T00:00:00Z,fcre,0,4.9201,temperature
2018-12-29T00:00:00Z,fcre,0,5.1432,temperature
2018-12-30T00:00:00Z,fcre,0,5.7697,temperature
2018-12-31T00:00:00Z,fcre,0,6.4272,temperature
2019-01-01T00:00:00Z,fcre,0,6.1879,temperature
2019-01-02T00:00:00Z,fcre,0,6.6342,temperature
2019-01-03T00:00:00Z,fcre,0,6.6995,temperature
2019-01-04T00:00:00Z,fcre,0,6.6292,temperature
2019-01-05T00:00:00Z,fcre,0,6.369,temperature
2019-01-06T00:00:00Z,fcre,0,6.8911,temperature
2019-01-07T00:00:00Z,fcre,0,6.4149,temperature
2019-01-08T00:00:00Z,fcre,0,6.314,temperature
2019-01-09T00:00:00Z,fcre,0,6.6501,temperature
2019-01-10T00:00:00Z,fcre,0,6.3535,temperature
2019-01-11T00:00:00Z,fcre,0,5.6251,temperature
2019-01-12T00:00:00Z,fcre,0,4.8441,temperature
2019-01-13T00:00:00Z,fcre,0,4.2765,temperature
2019-01-14T00:00:00Z,fcre,0,3.5868,temperature
2019-01-15T00:00:00Z,fcre,0,3.7124,temperature
2019-01-16T00:00:00Z,fcre,0,4.0963,temperature
2019-01-17T00:00:00Z,fcre,0,3.5274,temperature
2019-01-18T00:00:00Z,fcre,0,3.5765,temperature
2019-01-19T00:00:00Z,fcre,0,3.5987,temperature
2019-01-20T00:00:00Z,fcre,0,3.5356,temperature
2019-01-21T00:00:00Z,fcre,0,3.7968,temperature
2019-01-22T00:00:00Z,fcre,0,2.4637,temperature
2019-01-23T00:00:00Z,fcre,0,2.3664,temperature
2019-01-24T00:00:00Z,fcre,0,2.3578,temperature
2019-01-25T00:00:00Z,fcre,0,2.9835,temperature
2019-01-26T00:00:00Z,fcre,0,3.264,temperature
2019-01-27T00:00:00Z,fcre,0,2.8191,temperature
2019-01-28T00:00:00Z,fcre,0,2.3413,temperature
2019-01-29T00:00:00Z,fcre,0,3.0782,temperature
2019-01-30T00:00:00Z,fcre,0,3.3977,temperature
2019-01-31T00:00:00Z,fcre,0,2.879,temperature
2019-02-01T00:00:00Z,fcre,0,2.7384,temperature
2019-02-02T00:00:00Z,fcre,0,2.5686,temperature
2019-02-03T00:00:00Z,fcre,0,3.7633,temperature
2019-02-04T00:00:00Z,fcre,0,3.9299,temperature
2019-02-05T00:00:00Z,fcre,0,4.311,temperature
2019-02-06T00:00:00Z,fcre,0,4.4041,temperature
2019-02-07T00:00:00Z,fcre,0,5.4365,temperature
2019-02-08T00:00:00Z,fcre,0,6.7985,temperature
2019-02-09T00:00:00Z,fcre,0,5.0509,temperature
2019-02-10T00:00:00Z,fcre,0,5.7517,temperature
2019-02-11T00:00:00Z,fcre,0,5.33,temperature
2019-02-12T00:00:00Z,fcre,0,5.1847,temperature
2019-02-13T00:00:00Z,fcre,0,4.944,temperature
2019-02-14T00:00:00Z,fcre,0,4.9117,temperature
2019-02-15T00:00:00Z,fcre,0,5.0835,temperature
2019-02-16T00:00:00Z,fcre,0,5.0025,temperature
2019-02-17T00:00:00Z,fcre,0,5.4569,temperature
2019-02-18T00:00:00Z,fcre,0,5.3712,temperature
2019-02-19T00:00:00Z,fcre,0,5.2947,temperature
2019-02-20T00:00:00Z,fcre,0,5.4564,temperature
2019-02-21T00:00:00Z,fcre,0,4.7495,temperature
2019-02-22T00:00:00Z,fcre,0,5.2603,temperature
2019-02-23T00:00:00Z,fcre,0,5.3766,temperature
2019-02-24T00:00:00Z,fcre,0,5.4386,temperature
2019-02-25T00:00:00Z,fcre,0,5.6806,temperature
2019-02-26T00:00:00Z,fcre,0,5.833,temperature
2019-02-27T00:00:00Z,fcre,0,6.2841,temperature
2019-02-28T00:00:00Z,fcre,0,6.365,temperature
2019-03-01T00:00:00Z,fcre,0,7.1539,temperature
2019-03-02T00:00:00Z,fcre,0,6.6245,temperature
2019-03-03T00:00:00Z,fcre,0,7.2268,temperature
2019-03-04T00:00:00Z,fcre,0,6.7392,temperature
2019-03-05T00:00:00Z,fcre,0,6.7231,temperature
2019-03-06T00:00:00Z,fcre,0,6.4739,temperature
2019-03-07T00:00:00Z,fcre,0,6.0267,temperature
2019-03-08T00:00:00Z,fcre,0,5.9793,temperature
2019-03-09T00:00:00Z,fcre,0,5.6681,temperature
2019-03-10T00:00:00Z,fcre,0,5.4402,temperature
2019-03-11T00:00:00Z,fcre,0,5.7459,temperature
2019-03-12T00:00:00Z,fcre,0,6.7433,temperature
2019-03-13T00:00:00Z,fcre,0,7.5737,temperature
2019-03-14T00:00:00Z,fcre,0,6.2542,temperature
2019-03-15T00:00:00Z,fcre,0,6.1417,temperature
2019-03-16T00:00:00Z,fcre,0,8.3593,temperature
2019-03-17T00:00:00Z,fcre,0,9.7855,temperature
2019-03-18T00:00:00Z,fcre,0,8.8528,temperature
2019-03-19T00:00:00Z,fcre,0,9.2509,temperature
2019-03-20T00:00:00Z,fcre,0,9.057,temperature
2019-03-21T00:00:00Z,fcre,0,8.9075,temperature
2019-03-22T00:00:00Z,fcre,0,9.4674,temperature
2019-03-23T00:00:00Z,fcre,0,9.2362,temperature
2019-03-24T00:00:00Z,fcre,0,10.0333,temperature
2019-03-25T00:00:00Z,fcre,0,9.0022,temperature
2019-03-26T00:00:00Z,fcre,0,9.6416,temperature
2019-03-27T00:00:00Z,fcre,0,10.47,temperature
2019-03-28T00:00:00Z,fcre,0,9.8429,temperature
2019-03-29T00:00:00Z,fcre,0,9.7201,temperature
2019-03-30T00:00:00Z,fcre,0,10.8598,temperature
2019-03-31T00:00:00Z,fcre,0,10.5015,temperature
2019-04-01T00:00:00Z,fcre,0,13.1539,temperature
2019-04-02T00:00:00Z,fcre,0,12.7966,temperature
2019-04-03T00:00:00Z,fcre,0,11.0107,temperature
2019-04-04T00:00:00Z,fcre,0,12.0498,temperature
2019-04-05T00:00:00Z,fcre,0,11.5509,temperature
2019-04-06T00:00:00Z,fcre,0,12.2624,temperature
2019-04-07T00:00:00Z,fcre,0,12.7281,temperature
2019-04-08T00:00:00Z,fcre,0,12.5213,temperature
2019-04-09T00:00:00Z,fcre,0,14.3138,temperature
2019-04-10T00:00:00Z,fcre,0,16.0148,temperature
2019-04-11T00:00:00Z,fcre,0,17.287,temperature
2019-04-12T00:00:00Z,fcre,0,14.7166,temperature
2019-04-13T00:00:00Z,fcre,0,15.5271,temperature
2019-04-14T00:00:00Z,fcre,0,16.2633,temperature
2019-04-15T00:00:00Z,fcre,0,15.6065,temperature
2019-04-16T00:00:00Z,fcre,0,15.3546,temperature
2019-04-17T00:00:00Z,fcre,0,12.8981,temperature
2019-04-18T00:00:00Z,fcre,0,15.0206,temperature
2019-04-19T00:00:00Z,fcre,0,15.104,temperature
2019-04-20T00:00:00Z,fcre,0,16.5349,temperature
2019-04-21T00:00:00Z,fcre,0,15.5668,temperature
2019-04-22T00:00:00Z,fcre,0,16.8564,temperature
2019-04-23T00:00:00Z,fcre,0,16.8671,temperature
2019-04-24T00:00:00Z,fcre,0,16.0007,temperature
2019-04-25T00:00:00Z,fcre,0,19.5762,temperature
2019-04-26T00:00:00Z,fcre,0,18.1877,temperature
2019-04-27T00:00:00Z,fcre,0,17.4627,temperature
2019-04-28T00:00:00Z,fcre,0,16.7196,temperature
2019-04-29T00:00:00Z,fcre,0,18.1977,temperature
2019-04-30T00:00:00Z,fcre,0,17.1827,temperature
2019-05-01T00:00:00Z,fcre,0,17.3297,temperature
2019-05-02T00:00:00Z,fcre,0,20.241,temperature
2019-05-03T00:00:00Z,fcre,0,20.5042,temperature
2019-05-04T00:00:00Z,fcre,0,21.9752,temperature
2019-05-05T00:00:00Z,fcre,0,22.5849,temperature
2019-05-06T00:00:00Z,fcre,0,22.2774,temperature
2019-05-07T00:00:00Z,fcre,0,23.3782,temperature
2019-05-08T00:00:00Z,fcre,0,21.0189,temperature
2019-05-09T00:00:00Z,fcre,0,21.9116,temperature
2019-05-10T00:00:00Z,fcre,0,22.5827,temperature
2019-05-11T00:00:00Z,fcre,0,22.4766,temperature
2019-05-12T00:00:00Z,fcre,0,22.3065,temperature
2019-05-13T00:00:00Z,fcre,0,21.8625,temperature
2019-05-14T00:00:00Z,fcre,0,21.4611,temperature
2019-05-15T00:00:00Z,fcre,0,19.9925,temperature
2019-05-16T00:00:00Z,fcre,0,19.5066,temperature
2019-05-17T00:00:00Z,fcre,0,19.7168,temperature
2019-05-18T00:00:00Z,fcre,0,20.0915,temperature
2019-05-19T00:00:00Z,fcre,0,23.3006,temperature
2019-05-20T00:00:00Z,fcre,0,22.485,temperature
2019-05-21T00:00:00Z,fcre,0,24.1956,temperature
2019-05-22T00:00:00Z,fcre,0,24.4338,temperature
2019-05-23T00:00:00Z,fcre,0,22.783,temperature
2019-05-24T00:00:00Z,fcre,0,24.3764,temperature
2019-05-25T00:00:00Z,fcre,0,26.2766,temperature
2019-05-26T00:00:00Z,fcre,0,25.2105,temperature
2019-05-27T00:00:00Z,fcre,0,26.1922,temperature
2019-05-28T00:00:00Z,fcre,0,27.3405,temperature
2019-05-29T00:00:00Z,fcre,0,26.7723,temperature
2019-05-30T00:00:00Z,fcre,0,26.948,temperature
2019-05-31T00:00:00Z,fcre,0,25.7778,temperature
2019-06-01T00:00:00Z,fcre,0,26.6162,temperature
2019-06-02T00:00:00Z,fcre,0,26.1351,temperature
2019-06-03T00:00:00Z,fcre,0,25.3015,temperature
2019-06-04T00:00:00Z,fcre,0,24.9081,temperature
2019-06-05T00:00:00Z,fcre,0,23.3401,temperature
2019-06-06T00:00:00Z,fcre,0,23.528,temperature
2019-06-07T00:00:00Z,fcre,0,26.0407,temperature
2019-06-08T00:00:00Z,fcre,0,23.8501,temperature
2019-06-09T00:00:00Z,fcre,0,22.2784,temperature
2019-06-10T00:00:00Z,fcre,0,22.1468,temperature
2019-06-11T00:00:00Z,fcre,0,22.2621,temperature
2019-06-12T00:00:00Z,fcre,0,23.742,temperature
2019-06-13T00:00:00Z,fcre,0,22.3165,temperature
2019-06-14T00:00:00Z,fcre,0,22.1964,temperature
2019-06-15T00:00:00Z,fcre,0,22.7955,temperature
2019-06-16T00:00:00Z,fcre,0,22.1343,temperature
2019-06-17T00:00:00Z,fcre,0,23.7211,temperature
2019-06-18T00:00:00Z,fcre,0,25.1186,temperature
2019-06-19T00:00:00Z,fcre,0,26.2303,temperature
2019-06-20T00:00:00Z,fcre,0,25.0878,temperature
2019-06-21T00:00:00Z,fcre,0,25.7446,temperature
2019-06-22T00:00:00Z,fcre,0,25.1181,temperature
2019-06-23T00:00:00Z,fcre,0,24.8381,temperature
2019-06-24T00:00:00Z,fcre,0,24.3699,temperature
2019-06-25T00:00:00Z,fcre,0,25.1582,temperature
2019-06-26T00:00:00Z,fcre,0,27.6048,temperature
2019-06-27T00:00:00Z,fcre,0,28.0722,temperature
2019-06-28T00:00:00Z,fcre,0,27.1346,temperature
2019-06-29T00:00:00Z,fcre,0,28.2085,temperature
2019-06-30T00:00:00Z,fcre,0,28.1768,temperature
2019-07-01T00:00:00Z,fcre,0,29.3591,temperature
2019-07-02T00:00:00Z,fcre,0,29.7446,temperature
2019-07-03T00:00:00Z,fcre,0,28.0731,temperature
2019-07-04T00:00:00Z,fcre,0,29.5024,temperature
2019-07-05T00:00:00Z,fcre,0,27.5145,temperature
2019-07-06T00:00:00Z,fcre,0,27.7243,temperature
2019-07-07T00:00:00Z,fcre,0,29.9431,temperature
2019-07-08T00:00:00Z,fcre,0,29.0775,temperature
2019-07-09T00:00:00Z,fcre,0,30.31,temperature
2019-07-10T00:00:00Z,fcre,0,28.0218,temperature
2019-07-11T00:00:00Z,fcre,0,27.8774,temperature
2019-07-12T00:00:00Z,fcre,0,27.8686,temperature
2019-07-13T00:00:00Z,fcre,0,30.3918,temperature
2019-07-14T00:00:00Z,fcre,0,31.0872,temperature
2019-07-15T00:00:00Z,fcre,0,31.1363,temperature
2019-07-16T00:00:00Z,fcre,0,29.995,temperature
2019-07-17T00:00:00Z,fcre,0,30.2439,temperature
2019-07-18T00:00:00Z,fcre,0,29.1765,temperature
2019-07-19T00:00:00Z,fcre,0,30.3267,temperature
2019-07-20T00:00:00Z,fcre,0,31.315,temperature
2019-07-21T00:00:00Z,fcre,0,30.3321,temperature
2019-07-22T00:00:00Z,fcre,0,29.2554,temperature
2019-07-23T00:00:00Z,fcre,0,27.7544,temperature
2019-07-24T00:00:00Z,fcre,0,26.0837,temperature
2019-07-25T00:00:00Z,fcre,0,27.618,temperature
2019-07-26T00:00:00Z,fcre,0,27.6353,temperature
2019-07-27T00:00:00Z,fcre,0,26.4857,temperature
2019-07-28T00:00:00Z,fcre,0,27.1143,temperature
2019-07-29T00:00:00Z,fcre,0,28.9524,temperature
2019-07-30T00:00:00Z,fcre,0,28.2868,temperature
2019-07-31T00:00:00Z,fcre,0,27.3983,temperature
2019-08-01T00:00:00Z,fcre,0,27.2522,temperature
2019-08-02T00:00:00Z,fcre,0,29.1611,temperature
2019-08-03T00:00:00Z,fcre,0,26.4319,temperature
2019-08-04T00:00:00Z,fcre,0,26.8269,temperature
2019-08-05T00:00:00Z,fcre,0,29.2791,temperature
2019-08-06T00:00:00Z,fcre,0,27.9173,temperature
2019-08-07T00:00:00Z,fcre,0,29.3757,temperature
2019-08-08T00:00:00Z,fcre,0,27.0973,temperature
2019-08-09T00:00:00Z,fcre,0,28.8985,temperature
2019-08-10T00:00:00Z,fcre,0,27.8805,temperature
2019-08-11T00:00:00Z,fcre,0,26.3682,temperature
2019-08-12T00:00:00Z,fcre,0,26.702,temperature
2019-08-13T00:00:00Z,fcre,0,27.0113,temperature
2019-08-14T00:00:00Z,fcre,0,28.3661,temperature
2019-08-15T00:00:00Z,fcre,0,28.8741,temperature
2019-08-16T00:00:00Z,fcre,0,28.3751,temperature
2019-08-17T00:00:00Z,fcre,0,28.4538,temperature
2019-08-18T00:00:00Z,fcre,0,30.1122,temperature
2019-08-19T00:00:00Z,fcre,0,29.3564,temperature
2019-08-20T00:00:00Z,fcre,0,30.6783,temperature
2019-08-21T00:00:00Z,fcre,0,28.027,temperature
2019-08-22T00:00:00Z,fcre,0,29.0726,temperature
2019-08-23T00:00:00Z,fcre,0,28.9761,temperature
2019-08-24T00:00:00Z,fcre,0,28.6113,temperature
2019-08-25T00:00:00Z,fcre,0,26.6642,temperature
2019-08-26T00:00:00Z,fcre,0,26.447,temperature
2019-08-27T00:00:00Z,fcre,0,25.1353,temperature
2019-08-28T00:00:00Z,fcre,0,23.9749,temperature
2019-08-29T00:00:00Z,fcre,0,26.4153,temperature
2019-08-30T00:00:00Z,fcre,0,26.6003,temperature
2019-08-31T00:00:00Z,fcre,0,25.872,temperature
2019-09-01T00:00:00Z,fcre,0,26.1169,temperature
2019-09-02T00:00:00Z,fcre,0,27.2911,temperature
2019-09-03T00:00:00Z,fcre,0,26.525,temperature
2019-09-04T00:00:00Z,fcre,0,26.5417,temperature
2019-09-05T00:00:00Z,fcre,0,27.1534,temperature
2019-09-06T00:00:00Z,fcre,0,27.7122,temperature
2019-09-07T00:00:00Z,fcre,0,27.613,temperature
2019-09-08T00:00:00Z,fcre,0,26.8208,temperature
2019-09-09T00:00:00Z,fcre,0,25.3052,temperature
2019-09-10T00:00:00Z,fcre,0,26.3667,temperature
2019-09-11T00:00:00Z,fcre,0,25.2234,temperature
2019-09-12T00:00:00Z,fcre,0,26.6335,temperature
2019-09-13T00:00:00Z,fcre,0,28.5999,temperature
2019-09-14T00:00:00Z,fcre,0,25.7401,temperature
2019-09-15T00:00:00Z,fcre,0,24.6787,temperature
2019-09-16T00:00:00Z,fcre,0,26.3219,temperature
2019-09-17T00:00:00Z,fcre,0,26.7136,temperature
2019-09-18T00:00:00Z,fcre,0,26.8401,temperature
2019-09-19T00:00:00Z,fcre,0,24.8332,temperature
2019-09-20T00:00:00Z,fcre,0,23.643,temperature
2019-09-21T00:00:00Z,fcre,0,23.2726,temperature
2019-09-22T00:00:00Z,fcre,0,25.2574,temperature
2019-09-23T00:00:00Z,fcre,0,23.886,temperature
2019-09-24T00:00:00Z,fcre,0,24.8197,temperature
2019-09-25T00:00:00Z,fcre,0,25.3629,temperature
2019-09-26T00:00:00Z,fcre,0,22.9758,temperature
2019-09-27T00:00:00Z,fcre,0,23.1426,temperature
2019-09-28T00:00:00Z,fcre,0,22.8246,temperature
2019-09-29T00:00:00Z,fcre,0,24.1221,temperature
2019-09-30T00:00:00Z,fcre,0,27.1382,temperature
2019-10-01T00:00:00Z,fcre,0,24.3674,temperature
2019-10-02T00:00:00Z,fcre,0,26.3279,temperature
2019-10-03T00:00:00Z,fcre,0,26.4551,temperature
2019-10-04T00:00:00Z,fcre,0,25.4328,temperature
2019-10-05T00:00:00Z,fcre,0,25.9597,temperature
2019-10-06T00:00:00Z,fcre,0,22.2812,temperature
2019-10-07T00:00:00Z,fcre,0,21.3403,temperature
2019-10-08T00:00:00Z,fcre,0,21.295,temperature
2019-10-09T00:00:00Z,fcre,0,20.1465,temperature
2019-10-10T00:00:00Z,fcre,0,21.358,temperature
2019-10-11T00:00:00Z,fcre,0,22.2737,temperature
2019-10-12T00:00:00Z,fcre,0,21.9632,temperature
2019-10-13T00:00:00Z,fcre,0,20.3503,temperature
2019-10-14T00:00:00Z,fcre,0,18.6877,temperature
2019-10-15T00:00:00Z,fcre,0,19.1991,temperature
2019-10-16T00:00:00Z,fcre,0,17.8484,temperature
2019-10-17T00:00:00Z,fcre,0,17.7797,temperature
2019-10-18T00:00:00Z,fcre,0,16.803,temperature
2019-10-19T00:00:00Z,fcre,0,16.7795,temperature
2019-10-20T00:00:00Z,fcre,0,15.069,temperature
2019-10-21T00:00:00Z,fcre,0,15.0067,temperature
2019-10-22T00:00:00Z,fcre,0,14.8392,temperature
2019-10-23T00:00:00Z,fcre,0,15.4124,temperature
2019-10-24T00:00:00Z,fcre,0,16.5287,temperature
2019-10-25T00:00:00Z,fcre,0,14.6255,temperature
2019-10-26T00:00:00Z,fcre,0,15.2393,temperature
2019-10-27T00:00:00Z,fcre,0,15.0831,temperature
