datetime,site_id,variable,observation
2013-06-02,fcre,CAR_dic,64.9644
2013-06-02,fcre,CAR_ch4,NA
2013-06-02,fcre,SIL_rsi,120.9013
2013-06-02,fcre,NIT_amm,0.2256
2013-06-02,fcre,NIT_nit,1.0458
2013-06-02,fcre,PHS_frp,0.1457
2013-06-02,fcre,OGM_doc,14.9638
2013-06-02,fcre,OGM_docr,202.0112
2013-06-02,fcre,OGM_poc,21.6975
2013-06-02,fcre,OGM_don,1.145
2013-06-02,fcre,OGM_donr,10.3046
2013-06-02,fcre,OGM_pon,2.2899
2013-06-02,fcre,OGM_dop,0.0307
2013-06-02,fcre,OGM_dopr,0.2763
2013-06-02,fcre,OGM_pop,0.7162
2013-06-02,fcre,PHY_cyano,0
2013-06-02,fcre,PHY_green,0
2013-06-02,fcre,PHY_diatom,0
2013-06-03,fcre,FLOW,0.0123
2013-06-03,fcre,TEMP,16.8001
2013-06-03,fcre,SALT,0
2013-06-03,fcre,OXY_oxy,285.305
2013-06-03,fcre,CAR_dic,64.9767
2013-06-03,fcre,CAR_ch4,NA
2013-06-03,fcre,SIL_rsi,120.9013
2013-06-03,fcre,NIT_amm,0.2166
2013-06-03,fcre,NIT_nit,1.0626
2013-06-03,fcre,PHS_frp,0.1462
2013-06-03,fcre,OGM_doc,14.9625
2013-06-03,fcre,OGM_docr,201.9935
2013-06-03,fcre,OGM_poc,21.6956
2013-06-03,fcre,OGM_don,1.1434
2013-06-03,fcre,OGM_donr,10.2903
2013-06-03,fcre,OGM_pon,2.2867
2013-06-03,fcre,OGM_dop,0.0306
2013-06-03,fcre,OGM_dopr,0.2753
2013-06-03,fcre,OGM_pop,0.7136
2013-06-03,fcre,PHY_cyano,0
2013-06-03,fcre,PHY_green,0
2013-06-03,fcre,PHY_diatom,0
2013-06-04,fcre,FLOW,0.0114
2013-06-04,fcre,TEMP,16.4354
2013-06-04,fcre,SALT,0
2013-06-04,fcre,OXY_oxy,287.506
2013-06-04,fcre,CAR_dic,64.989
2013-06-04,fcre,CAR_ch4,NA
2013-06-04,fcre,SIL_rsi,120.9013
2013-06-04,fcre,NIT_amm,0.2075
2013-06-04,fcre,NIT_nit,1.0795
2013-06-04,fcre,PHS_frp,0.1467
2013-06-04,fcre,OGM_doc,14.9612
2013-06-04,fcre,OGM_docr,201.9757
2013-06-04,fcre,OGM_poc,21.6937
2013-06-04,fcre,OGM_don,1.1418
2013-06-04,fcre,OGM_donr,10.2759
2013-06-04,fcre,OGM_pon,2.2835
2013-06-04,fcre,OGM_dop,0.0305
2013-06-04,fcre,OGM_dopr,0.2742
2013-06-04,fcre,OGM_pop,0.711
2013-06-04,fcre,PHY_cyano,0
2013-06-04,fcre,PHY_green,0
2013-06-04,fcre,PHY_diatom,0
2013-06-05,fcre,FLOW,0.011
2013-06-05,fcre,TEMP,16.0505
2013-06-05,fcre,SALT,0
2013-06-05,fcre,OXY_oxy,289.8621
2013-06-05,fcre,CAR_dic,65.0012
2013-06-05,fcre,CAR_ch4,NA
2013-06-05,fcre,SIL_rsi,120.9013
2013-06-05,fcre,NIT_amm,0.1985
2013-06-05,fcre,NIT_nit,1.0964
2013-06-05,fcre,PHS_frp,0.1472
2013-06-05,fcre,OGM_doc,14.9598
2013-06-05,fcre,OGM_docr,201.9579
2013-06-05,fcre,OGM_poc,21.6918
2013-06-05,fcre,OGM_don,1.1402
2013-06-05,fcre,OGM_donr,10.2615
2013-06-05,fcre,OGM_pon,2.2803
2013-06-05,fcre,OGM_dop,0.0304
2013-06-05,fcre,OGM_dopr,0.2732
2013-06-05,fcre,OGM_pop,0.7084
2013-06-05,fcre,PHY_cyano,0
2013-06-05,fcre,PHY_green,0
2013-06-05,fcre,PHY_diatom,0
2013-06-06,fcre,FLOW,0.0338
2013-06-06,fcre,TEMP,15.1671
2013-06-06,fcre,SALT,0
2013-06-06,fcre,OXY_oxy,295.4024
2013-06-06,fcre,CAR_dic,65.0135
2013-06-06,fcre,CAR_ch4,NA
2013-06-06,fcre,SIL_rsi,120.9013
2013-06-06,fcre,NIT_amm,0.1895
2013-06-06,fcre,NIT_nit,1.1133
2013-06-06,fcre,PHS_frp,0.1477
2013-06-06,fcre,OGM_doc,14.9585
2013-06-06,fcre,OGM_docr,201.9401
2013-06-06,fcre,OGM_poc,21.6899
2013-06-06,fcre,OGM_don,1.1386
2013-06-06,fcre,OGM_donr,10.2471
2013-06-06,fcre,OGM_pon,2.2771
2013-06-06,fcre,OGM_dop,0.0302
2013-06-06,fcre,OGM_dopr,0.2722
2013-06-06,fcre,OGM_pop,0.7058
2013-06-06,fcre,PHY_cyano,0
2013-06-06,fcre,PHY_green,0
2013-06-06,fcre,PHY_diatom,0
2013-06-07,fcre,FLOW,0.0259
2013-06-07,fcre,TEMP,15.0202
2013-06-07,fcre,SALT,0
2013-06-07,fcre,OXY_oxy,296.3419
2013-06-07,fcre,CAR_dic,65.0258
