time,FLOW,TEMP,SALT,AirTemp,Rain,type,inflow_num
2018-10-05,0.0054,19.1478,0,19.762974039713566,0.0011879999896336813,inflow,1
2018-10-06,0.0066,19.0883,0,21.3391675313314,1.9440000442045858e-4,inflow,1
2018-10-07,0.0074,19.0996,0,19.65416234334312,0.0011232000168092781,inflow,1
2018-10-08,0.0085,19.0383,0,19.220249430338566,0.001015200009715045,inflow,1
2018-10-09,0.0095,18.9619,0,19.76049448649091,0.002894400076183956,inflow,1
2018-10-10,0.0111,18.913,0,20.007632191975933,0.003196799982106313,inflow,1
2018-10-11,0.0127,18.8775,0,18.370085652669292,8.640000100967882e-4,inflow,1
2018-10-12,0.0134,18.774,0,18.6419985453288,7.775999931254773e-4,inflow,1
2018-10-13,0.014,18.6882,0,19.83035812377932,0.02056320016417885,inflow,1
2018-10-14,0.0215,18.6581,0,12.341072336832704,0.02280959974596044,inflow,1
2018-10-15,0.0294,18.3094,0,7.729358927408877,0.028101599926594643,inflow,1
2018-10-16,0.0388,17.7836,0,9.218886311848982,0.0321623997297138,inflow,1
2018-10-17,0.049,17.352,0,13.621171569824241,0.005486400042627793,inflow,1
2018-10-18,0.0494,17.1336,0,5.02640304565432,0,inflow,1
2018-10-19,0.0479,16.5602,0,6.561382548014346,0,inflow,1
2018-10-20,0.0465,16.0856,0,8.333947753906273,0,inflow,1
