time,FLOW,TEMP,SALT,AirTemp,Rain,type,inflow_num
2018-10-05,0.0067,19.1891,0,20.975461578369163,0.004643999921972864,inflow,1
2018-10-06,0.0091,19.1791,0,22.397698974609398,0.002160000004369067,inflow,1
2018-10-07,0.0104,19.2304,0,20.958704884847027,0.003175200014084112,inflow,1
2018-10-08,0.0121,19.2173,0,19.504614766438824,0.005140800011577085,inflow,1
2018-10-09,0.0143,19.1427,0,19.931863403320335,0.004319999969447963,inflow,1
2018-10-10,0.0162,19.0907,0,20.8346254984538,0.003888000058941543,inflow,1
2018-10-11,0.0177,19.0803,0,18.02355473836265,0.002764799914439209,inflow,1
2018-10-12,0.0189,18.9503,0,12.969560241699241,0,inflow,1
2018-10-13,0.019,18.6116,0,11.861572519938173,0,inflow,1
2018-10-14,0.0191,18.2451,0,14.563659922281923,9.720000147353858e-4,inflow,1
2018-10-15,0.0195,18.0153,0,15.408760325113954,0.005443200221998268,inflow,1
2018-10-16,0.0214,17.8351,0,8.606347656250023,0,inflow,1
2018-10-17,0.0214,17.3742,0,6.215180969238304,0,inflow,1
2018-10-18,0.0214,16.8377,0,6.777964528401715,0,inflow,1
2018-10-19,0.0213,16.3564,0,9.65348078409833,0,inflow,1
2018-10-20,0.0213,16.0259,0,11.773522949218773,0,inflow,1
