time,FLOW,TEMP,SALT,AirTemp,Rain,type,inflow_num
2018-10-05,0.0064,19.1816,0,20.69555308024091,0.003931200112856459,inflow,1
2018-10-06,0.0085,19.16,0,21.596648152669292,4.968000012013363e-4,inflow,1
2018-10-07,0.0093,19.1782,0,20.196697489420597,0.008445600148115772,inflow,1
2018-10-08,0.0129,19.1355,0,19.74808781941734,0.0038231999780691693,inflow,1
2018-10-09,0.0146,19.076,0,19.516714986165386,0.0018792000075336544,inflow,1
2018-10-10,0.0156,19.0101,0,19.81021906534833,0.0049247999384533616,inflow,1
2018-10-11,0.0176,18.9606,0,20.562671915690128,3.240000114601571e-4,inflow,1
2018-10-12,0.0178,18.9461,0,19.675534820556663,0.0013176000335079151,inflow,1
2018-10-13,0.0184,18.8945,0,19.966504669189476,0.00440639992011711,inflow,1
2018-10-14,0.0201,18.8584,0,20.524981435139996,0.06127920078579337,inflow,1
2018-10-15,0.0414,18.8482,0,9.712220764160179,0,inflow,1
2018-10-16,0.0404,18.376,0,6.258130645751976,0,inflow,1
2018-10-17,0.0393,17.7834,0,6.887934621175153,0,inflow,1
2018-10-18,0.0384,17.2521,0,8.118662770589216,0,inflow,1
2018-10-19,0.0375,16.8041,0,8.99689890543622,0,inflow,1
2018-10-20,0.0366,16.4196,0,9.298150634765648,0,inflow,1
