time,FLOW,TEMP,SALT,AirTemp,Rain,type,inflow_num
2018-10-05,0.0064,19.1885,0,20.51788482666018,0.003477599998586811,inflow,1
2018-10-06,0.0083,19.1589,0,22.222268676757835,0.0010151999900699592,inflow,1
2018-10-07,0.0093,19.204,0,19.564669545491558,0.00892080002658986,inflow,1
2018-10-08,0.013,19.1327,0,20.389810180664085,0.0023759999596222768,inflow,1
2018-10-09,0.0142,19.1009,0,19.502135213216167,0.007257599863805808,inflow,1
2018-10-10,0.0171,19.0329,0,20.11078033447268,0.002073599994764663,inflow,1
2018-10-11,0.018,18.9949,0,20.113240814209007,0.015487200292409398,inflow,1
2018-10-12,0.0235,18.9592,0,19.59865468343101,0.00943920017016353,inflow,1
2018-10-13,0.0267,18.9036,0,17.189033762613956,0.04987439936085138,inflow,1
2018-10-14,0.0437,18.7481,0,6.934398905436221,0,inflow,1
2018-10-15,0.0425,18.1629,0,6.601705169677757,0,inflow,1
2018-10-16,0.0414,17.5973,0,8.899990336100283,1.2959999967279148e-4,inflow,1
2018-10-17,0.0404,17.1628,0,8.023594156901064,1.9440000687609427e-4,inflow,1
2018-10-18,0.0394,16.7159,0,6.5724858601888245,0,inflow,1
2018-10-19,0.0384,16.2328,0,8.822407023112001,0,inflow,1
2018-10-20,0.0375,15.8739,0,9.993463134765648,0,inflow,1
