time,FLOW,TEMP,SALT,AirTemp,Rain,type,inflow_num
2018-10-05,0.0065,19.178,0,19.73077036539716,0.003110399933211738,inflow,1
2018-10-06,0.0084,19.1154,0,20.792709604899112,8.639999978186098e-5,inflow,1
2018-10-07,0.009,19.1018,0,20.30611445109052,0.00347759995929664,inflow,1
2018-10-08,0.0108,19.0682,0,19.734382883707706,0.005529600143199786,inflow,1
2018-10-09,0.0133,19.012,0,20.199629720052105,0.004622400032531004,inflow,1
2018-10-10,0.0153,18.979,0,20.23769912719729,0.0017496000422397627,inflow,1
2018-10-11,0.0162,18.9496,0,20.50264129638674,7.344000055127253e-4,inflow,1
2018-10-12,0.0167,18.9332,0,19.436847941080753,0,inflow,1
2018-10-13,0.0169,18.8721,0,18.60976308186851,4.319999989093049e-5,inflow,1
2018-10-14,0.0171,18.7792,0,8.539432779947939,0,inflow,1
2018-10-15,0.0173,18.2609,0,9.577598826090517,0,inflow,1
2018-10-16,0.0175,17.8169,0,10.10859069824221,0.009223199959524208,inflow,1
2018-10-17,0.0208,17.4214,0,14.046898142496767,0.011491199646843598,inflow,1
2018-10-18,0.0248,17.2172,0,16.501175181070987,0.07464960012584924,inflow,1
2018-10-19,0.0506,17.1299,0,17.105364735921246,0.008186399942496791,inflow,1
2018-10-20,0.0519,17.0734,0,12.811853027343773,0.00725759994238615,inflow,1
